Schnapp dir Schminkzeug und schminke die Person rechts neben dir;1
Lass dich von anderen an einen Stuhl fesseln;1
Ruf einen Kontakt aus Deinem Handy an und stöhne ins Telefon;1
Imitiere eine Person deiner Wahl aus dieser Gruppe;1
Mach einem Gegenstand eine Liebeserklärung;1
Iss Katzen- oder Hundefutter;1
Taste die Person rechts von dir ab;1
Sag 3x hintereinander ganz schnell einen Zungenbrecher auf;1
Ruf jemanden an und wünsche ihm ein frohes neues Jahr;1
Bettle die Person dir gegenüber an, dir den Hintern zu versohlen;1
Stelle innerhalb 1 Minute fest, wessen Haare am besten duften;1
Hüpfe wie ein Frosch quakend durch den Raum;1
Tanz zu dem Lied, was grade gespielt wird;1
Schreibe mit einem Stift deinen Namen, benutze dabei jedoch deinen Fuß;1
Versuche mit der Zungenspitze deine Nase zu berühren;1
Iss einen Keks und pfeife nebenbei ein Lied;1
