Ich habe noch nie einem Freund/einer Freundin geraten, mit dem Partner/Partnerin Schluss zu machen.;0
Ich habe noch nie einen Partner betrogen (auch Küssen);1
Ich habe noch nie den Notruf gewählt;0
Ich habe noch nie eine ganze Chilischote gegessen.;0
Ich habe noch nie einen Freund/eine Freundin meines Partners abgrundtief gehasst.;0
Ich habe noch nie Kondome mit Geschmack benutzt.;2
Ich habe noch nie etwas anderes als Klopapier benutzt;0
Ich habe noch nie einem Ex-Partner bei der Trennung unangebrachte Beleidigungen an den Kopf geworfen;0
Ich habe noch nie vor der Polizei fliehen müssen.;0
Ich habe noch nie außerhalb von meinem eigenen Zuhause nackt gebadet.;1
Ich habe noch nie einen Wettbewerb gewonnen;0
Ich habe noch nie mehr als eine Woche im Krankenhaus verbracht;0
Ich habe noch nie etwas das mit Sex zu tun hat im Internet gesucht;1
Ich habe noch nie Kängurufleisch gegessen.;0
Ich habe noch nie ein Kleidungsstück gekauft, getragen und am nächsten Tag zurück gebracht;0
Ich habe noch nie eine Zahnspange getragen;0
Ich habe noch nie einen besonderen Menschen verloren.;0
Ich habe noch nie in einem Kinofilm geschlafen;0
Ich habe noch nie meinen Chef angeschrien.;0
Ich habe noch nie das Herz eines Anderen gebrochen.;0
Ich habe noch nie die Schule geschwänzt.;0
Ich habe noch nie alleine zuhause so viel getrunken dass ich sturz betrunken war;0
Ich habe noch nie Strippoker gespielt.;2
Ich habe noch nie jemanden vom gleichen Geschlecht attraktiv gefunden.;1
Ich habe noch nie gesagt ich sei Single obwohl ich in einer Beziehung war;1
Ich habe noch nie einen Autounfall mit mehr als 200€ Schaden gehabt;0
Ich habe noch nie ein Kondom beim Überstreifen kaputt gemacht.;2
Ich habe noch nie drei Abende hintereinander einen Vollrausch;0
Ich habe noch nie einen Porno geschaut.;2
Ich habe noch nie heimlich meine Nachbarn beobachtet;0
Ich habe noch nie einen Porno gedreht.;2
Ich habe noch nie mein Alter verleugnet nur um jemanden näher kennen zu lernen;0
Ich habe noch nie wegen eines Katers die Schule / den Job geschwänzt;0
Ich habe noch nie zwei Personen gleichzeitig gedated weil ich mich nicht entscheiden konnte;1
Ich habe noch nie im Beisein meines Partners geweint;0
Ich habe noch nie mit einem fremden Auto einen Unfall gebaut;0
Ich habe noch nie mit jemandem geschlafen den ich nicht kannte;1
Ich habe noch nie ein Auge auf die Eltern eines Freundes geworfen.;1
Ich habe noch nie den Wunsch gehabt, unsichtbar zu sein.;0
Ich habe noch nie Sex gehabt während andere Personen im Raum waren;2
Ich habe noch nie in einem Raum geschlafen in dem andere Leute Sex hatten;1
Ich habe noch nie meine Eltern gefragt wo ich genau gezeugt wurde;1
Ich habe noch nie draußen im Gras geschlafen, weil ich so betrunken war.;0
Ich habe noch nie eine erotische SMS / eMail / Nachricht versendet;1
Ich habe noch nie auf eine andere Person gekotzt.;0
Ich habe noch nie das Geheimnis eines anderen ausgeplaudert (versehentlich oder absichtlich);0
Ich habe noch nie den Wunsch gehabt, ein Mann/eine Frau zu sein.;1
Ich habe noch nie einen Korb erhalten wenn ich mit jemandem ausgehen wollte;0
Ich habe noch nie eine Schlägerei mit einem Türsteher gehabt;0
Ich habe noch nie einen Rausschmiss in einem Club bekommen;0
Ich habe noch nie als Jugendlicher vor einem Geschäft gewartet, bis ein Erwachsener kommt, um mir Alkohol zu kaufen.;0
Ich habe noch nie den Wunsch gehabt, älter zu sein.;0
Ich habe noch nie Eifersucht verspürt als ich hörte dass ein Prominenter für den ich schwärme vergeben ist;0
Ich habe noch nie Sex mit einem Arbeitskollegen gehabt.;2
Ich habe noch nie ein Fahrrad gestohlen;0
Ich habe noch nie nach einem Besuch beim Friseur geweint;0
Ich habe noch nie das Erlebnis gehabt, von der Polizei durchsucht werden zu müssen.;0
Ich habe noch nie große Schadenfreude verspürt als ich hörte dass einem anderen etwas sehr schlimmes zugestoßen ist;0
Ich habe noch nie in einem Wutanfall etwas zerstört;0
Ich habe noch nie mich selbst in den Schlaf geweint.;0
Ich habe noch nie einen Partner gehabt dessen Eltern mich nicht leiden konnten;0
Ich habe noch nie einen Partner gehabt dessen Eltern ich nicht leiden konnte;0
Ich habe noch nie eine Waffe abgefeuert.;0
Ich habe noch nie ein anderes Fahrzeug beschädigt und bin dann einfach weiter gefahren;0
Ich habe noch nie darüber nachgedacht, was nach dem Tod passieren wird.;0
Ich habe noch nie Sex gehabt ohne vorher die Schuhe auszuziehen;2
Ich habe noch nie Sex auf dem Küchentisch gehabt;2
Ich habe noch nie beim Sex den Großteil meiner Klamotten angelassen;2
Ich habe noch nie das Haus verlassen ohne Unterwäsche drunter zu ziehen;1
Ich habe noch nie solche Aggressionen gehabt, dass ich jemanden hätte töten können.;0
Ich habe noch nie Sex an einem sehr ungewöhnlichen Ort gehabt;2
Ich habe noch nie jemanden gedated, der eigenartig war.;0
Ich habe noch nie vorgegeben ich sein homosexuell um in Ruhe gelassen zu werden;1
Ich habe noch nie so viel Angst gehabt dass ich am ganzen Körper gezittert habe;0
Ich habe noch nie während eines Dates eine Ausrede benutzt, um das Treffen frühzeitig zu beenden.;0
Ich habe noch nie ein Telefonat von mehr als 5 Stunden geführt;0
Ich habe noch nie das Gefühl gehabt, egoistisch zu sein.;0
Ich habe noch nie einen Abend ohne Freunde oder Bekannte in einem Club verbracht;0
Ich habe noch nie eine Schlange in meinen Händen gehalten.;0
Ich habe noch nie so getan als wäre ich betrunken;0
Ich habe noch nie ein Strip-Lokal von innen gesehen;2
Ich habe noch nie in einem Sexshop eingekauft;2
Ich habe noch nie etwas im Internet bestellt weil ich mich nicht getraut habe es im Laden zu kaufen;1
Ich habe noch nie meinen Freund/meine Freundin betrogen.;1
Ich habe noch nie versucht etwas zu kaufen für das ich mich geschämt habe und bin daher unauffällig durch die Regale geschlendert um nicht aufzufallen;1
Ich habe noch nie für jemanden gestripped;2
Ich habe noch nie jemanden für mich strippen lassen;2
Ich habe noch nie ein sehr peinliches Rollenspiel mitgemacht;2
Ich habe noch nie überlegt, mir ein Tattoo stechen zu lassen.;0
Ich habe noch nie so viel getrunken dass ich beim Sex eingeschlafen bin;1
Ich habe noch nie eine Frage bei einem Trinkspiel falsch beantwortet;0
Ich habe noch nie ein Referat aus dem Internet ausgedruckt und in der Schule/Uni vorgetragen.;0
Ich habe noch nie falsche Angaben gemacht bei der Frage mit wie vielen Leuten ich geschlafen habe.;1
Ich habe noch nie ein Wort gegoogelt, weil ich nicht wusste, wie man es schreibt.;0
Ich habe noch nie ein übles Gerücht über jemanden in die Welt gesetzt;0
Ich habe noch nie Pornofilme bei mir zuhause versteckt;2
Ich habe noch nie versucht Bilder/Videos auf dem Computer zu verstecken;1
Ich habe noch nie Pornohefte gekauft;2
Ich habe noch nie Pornoheft bei mir zuhause versteckt;2
Ich habe noch nie einen Tag ohne Unterwäsche verbracht;1
Ich habe noch nie einen Tag im Pyjama verbracht;0
Ich habe noch nie einen Neujahrsvorsatz tatsächlich eingehalten;0
Ich habe noch nie einen ganzen Arbeitstag im Internet verbracht;0
Ich habe noch nie einen ganzen Tag Computer gespielt;0
Ich habe noch nie 24 Stunden am Stück Fernsehen geschaut;0
Ich habe noch nie einen Film mehr als 15 mal gesehen;0
Ich habe noch nie eine Fotokopie von meinem Gesicht gemacht;0
Ich habe noch nie eine Fotokopie von meinem Hintern gemacht;1
Ich habe noch nie ein Angebot für einen Dreier bekommen;2
Ich habe noch nie bei einem Dreier mitgemacht;2
Ich habe noch nie ein perverses Bild über Snapchat verschickt;2
Ich habe noch nie ein Bild verschickt für das ich mich im Nachhinein schäme;1
Ich habe noch nie betrunken Nachrichten gesendet die ich nüchtern bereuet habe;0
Ich habe noch nie vor einem Flug getrunken um meine Nerven zu beruhigen;0
Ich habe noch nie von meinen Eltern Geld geklaut;0
Ich habe noch nie einen Fan-Brief an einen Promi geschrieben;0
Ich habe noch nie während dem Sex anfangen müssen zu lachen;1
Ich habe noch nie die Unterwäsche meines Partners ausgeliehen;1
Ich habe noch nie über einen Freund gedacht dass seine Eltern bei der Erziehung versagt haben;0
Ich habe noch nie ein Möbelstück beim Sex kaputt gemacht;2
Ich habe noch nie Sex in allen Räumen meiner Wohnung gehabt;1
Ich habe noch nie ein Date mit dem Ex einer Freundin/eines Freundes gehabt;0
Ich habe noch nie hinter dem Kühlschrank sauber gemacht;0
Ich habe noch nie ein Date mit jemandem gehabt den ich über das Internet kennen gelernt habe;0
Ich habe noch nie drei Nächte am Stück durchgefeiert;0
Ich habe noch nie vor dem Spiegel getanzt;0
Ich habe noch nie vor einem Spiegel gesungen;0
Ich habe noch nie so getan als würde ich vor einem Millionenpublikum stehen und singe (o.Ä.);0
Ich habe noch nie Tierfutter probiert;0
Ich habe noch nie als Notfall in einem Krankenwagen gelegen;0
Ich habe noch nie Sex in einem Auto, Zug oder Bus gehabt;2
Ich habe noch nie einen Dildo in meinen Händen gehalten;2
Ich habe noch nie online über Sexspielzeug recherchiert;1
Ich habe noch nie eine Party erst am späten Morgen des Folgetags verlassen;0
Ich habe noch nie so dringend aufs Klo gemusst dass ich es nicht geschafft habe;0
Ich habe noch nie etwas besessen dass ich immer versteckt habe wenn Freunde kamen;0
Ich habe noch nie eine eMail Adresse angelegt die ich nutze wenn ich anonym bleiben will;0
Ich habe noch nie meine Eltern/Geschwister nackt gesehen;0
Ich habe noch nie ein Tier umgebracht;0
Ich habe noch nie jemanden auf der Straße gesehen und so getan als hätte ich ihn nicht gesehen;0
Ich habe noch nie die Minibar eines Hotels geleert;0
Ich habe noch nie versucht an das Passwort einer anderen Person zu kommen;0
Ich habe noch nie eine Kneipenschlägerei gehabt;0
Ich habe noch nie mit jemandem aus einem anderen Land geschlafen;0
Ich habe noch nie während eines Wutanfalls etwas zerstört;0
Ich habe noch nie über meine/n Ex gedacht: Wie konnte ich nur mit ihm/ihr zusammen sein?;0
Ich habe noch nie einen Ladendiebstahl beobachtet;0
Ich habe noch nie mit einer Person geflirtet obwohl ich wusste dass die Person vergeben ist;0
Ich habe noch nie einen Auftritt im Fernsehen gehabt;0
Ich habe noch nie romantische Gefühle für den Partner eines Familienmitglieds gehabt;0
Ich habe noch nie bei Bekannten in den Badezimmerschrank geschaut;0
Ich habe noch nie einen Arzttermin vergessen;0
Ich habe noch nie Kondome gekauft;0
Ich habe noch nie einen Haarschnitt gehabt für den ich mich heute noch schäme;0
Ich habe noch nie Essensreste in meinem Bett gefunden;0
Ich habe noch nie eine Straftat begangen;0
Ich habe noch nie ein und dieselbe Unterwäsche länger als 5 Tage getragen;0
Ich habe noch nie eine Kündigung erhalten;0
Ich habe noch nie jemanden gleichzeitig geliebt und gehasst;0
Ich habe noch nie besoffen ein Geheimnis ausgeplaudert;0
Ich habe noch nie eine Hochzeitsrede gehalten;0
Ich habe noch nie meine Eltern oder Nachbarn beim Sex gehört;1
Ich habe noch nie während des Sex an eine andere Person gedacht;1
Ich habe noch nie während des Sex gähnen müssen;1
Ich habe noch nie in einer Alltagssituation gemerkt dass ich erregt bin und mich dafür geschämt;1
Ich habe noch nie während dem Sex mit Lebensmitteln experimentiert;2
Ich habe noch nie während dem Sex mit Haushaltsgegenständen experimentiert;2
Ich habe noch nie so viel getrunken dass ich bei einer Party rausgeworfen wurde;0
Ich habe noch nie mehr als 2 Wochen am Stück keinen Alkohol angerührt (letzten 2 Jahre);0
Ich habe noch nie mit jemandem geschlafen den ich verleugnen würde;1
Ich habe noch nie ein erotisches Geschenk für meinen Partner gemacht;2
Ich habe noch nie mit jemandem über meine sexuellen Phantasien gesprochen;2
Ich habe noch nie heimlich meinen Ex gestalked;1
Ich habe noch nie gewünscht die Eltern eines Freundes wären meine;0
Ich habe noch nie so viel getrunken dass ich den ganzen nächsten Tag im Bett verbringen musste;0
Ich habe noch nie Sex im Auto gehabt.;2
Ich habe noch nie mehr als 100€ fürs Taxi ausgegeben;0
Ich habe noch nie vergessen dass Feiertag/Wochenende war und bin zur Arbeit/Schule erschienen;0
Ich habe noch nie eine durch Geschlechtsverkehr übertragbare Krankheit gehabt.;1
Ich habe noch nie eine Panne gehabt, weil ich vergessen habe zu tanken;0
Ich habe noch nie so viel getrunken dass ich nur mit fremder Hilfe nach Hause gekommen bin;0
Ich habe noch nie mehrere Stunden am Stück ohne Kleidung verbracht;0
Ich habe noch nie Sex mit mehr als einer Person gleichzeitig gehabt.;2
Ich habe noch nie völlig nackt geschlafen;0
Ich habe noch nie etwas aus einem Hotelzimmer mitgehen lassen;0
Ich habe noch nie an meiner Unterwäsche gerochen nur um zu sehen ob sie noch frisch ist;0
Ich habe noch nie Peitschen und Ähnliches beim Sex benutzt.;2
Ich habe noch nie mit einer deutlich älteren Person geschlafen;2
Ich habe noch nie mit einer deutlich jüngeren Person geschlafen;0
Ich habe noch nie eine vertrauliche SMS/eMail an den falschen Empfänger gesendet;0
Ich habe noch nie jemanden kennen gelernt der schonmal im Gefängnis saß;0
Ich habe noch nie meinen eigenen Namen gegoogelt;0
Ich habe noch nie heimlich das Getränk eines anderen ausgetrunken;0
Ich habe noch nie auf einer Hochzeit gedacht, dass diese Ehe nicht lange halten wird;0
Ich habe noch nie einen Liebesbrief geschrieben;0
Ich habe noch nie ein Liebesgedicht geschrieben;0
Ich habe noch nie bei einem Buch die letzte Zeile zuerst gelesen;0
Ich habe noch nie jemanden geküsst, ohne seinen Namen zu wissen.;0
Ich habe noch nie Sexspielzeug gekauft;2
Ich habe noch nie mit jemandem geschlafen um mich an jemand anderem zu rächen;1
Ich habe noch nie mit jemandem aus meinem Büro geschlafen;2
Ich habe noch nie etwas gegessen obwohl ich wusste dass das Haltbarkeitsdatum abgelaufen ist;0
Ich habe noch nie meinen Partner mit dem Namen meiner/meines Ex angesprochen;0
Ich habe noch nie gleichgeschlechtliche Gefühle gehabt;0
Ich habe noch nie mehr als 3 Monate ohne Sex verbracht (letzten 2 Jahre);0
Ich habe noch nie mit jemandem geschlafen der auch mit meinem besten Freund/meiner besten Freunden geschlafen hat;1
Ich habe noch nie mehr als 200€ an einem Abend ausgegeben;0
Ich habe noch nie in der Öffentlichkeit gekotzt;0
Ich habe noch nie Handschellen am Armgelenk getragen;0
"Ich habe noch nie ""Ich liebe dich"" gesagt obwohl ich es nicht so meinte";0
Ich habe noch nie etwas geschluckt was ich nie wieder freiwillig schlucken würde;0
Ich habe noch nie an den Ohrläppchen meines Partners geleckt;0
Ich habe noch nie Massageöl benutzt;0
Ich habe noch nie ein Date gehabt nur um einer anderen Person weh zu tun;0
Ich habe noch nie das Disneyland besucht.;0
Ich habe noch nie das Etikett eines Kleidungsstücks entfernt weil es eine Billigmarke war;0
Ich habe noch nie etwas auf der Arbeit geklaut;0
Ich habe noch nie Silikonbrüste berührt;0
Ich habe noch nie beim Aufwachen gedacht: Wo bitte bin ich denn hier?;0
Ich habe noch nie während des Sex gefurzt;0
Ich habe noch nie vor einer Menschenmenge Karaoke gesungen.;0
Ich habe noch nie mein erstes Date im Kino verbracht;0
Ich habe noch nie einen handfesten Streit in der Öffentlichkeit gehabt;0
Ich habe noch nie einen Bungee-Sprung gemacht;0
Ich habe noch nie gesagt die Verbindung sei schlecht nur um ein Telefonat zu beendet;0
Ich habe noch nie so getan als hätte ich eine Nachricht nicht gelesen weil ich nicht darauf antworten wollte;0
Ich habe noch nie nach einem Besuch beim Friseur geweint;0
Ich habe noch nie eine Sex-Beziehung zu einer Person gehabt mit der ich nicht zusammen war;1
Ich habe noch nie mit jemandem geschlafen den ich eine Stunde zuvor noch nicht kannte;2
Ich habe noch nie darüber nachgedacht sexuelle Rollenspiele zu machen;2
Ich habe noch nie mit jemandem geschlafen den ich über das Internet kennen gelernt habe;2
Ich habe noch nie etwas im Wert von über 500€ kaputt gemacht oder verlegt;2
Ich habe noch nie in öffentlichen Verkehrsmitteln absichtlich den Platz gewechselt um neben einer attraktiven Person zu sitzen;0
Ich habe noch nie Sex in der Öffentlichkeit gehabt (z.B. öffentliche Toilette);2
Ich habe noch nie Sex in einer Badewanne gehabt;2
Ich habe noch nie bei einem Date bezüglich meiner Alters oder meiner Herkunft gelogen;0
Ich habe noch nie jemandem gesagt dass ich seinen Körper schön finde;0
Ich habe noch nie ein Kompliment über meine Geschlechtsteile bekommen;1
Ich habe noch nie so getan als wäre ich krank nur um nicht mit jemandem schlafen zu müssen;1
Ich habe noch nie ein Angebot für Sex abgelehnt;1
Ich habe noch nie jemanden in einer zweideutigen Situation erwischt was mir im Nachhinein immernoch peinlich ist;0
Ich habe noch nie meinen Partner mit dem Namen eines Ex-Partners angesprochen;0
Ich habe noch nie einen Orgasmus vorgetäuscht;2
Ich habe noch nie nach dem Sex Biss- oder Kratzspuren gehabt;2
Ich habe noch nie mit meinem Partner über alle meine sexuellen Wünsche gesprochen;1
Ich habe noch nie ein Tier auf den Mund geküsst;0
Ich habe noch nie jemanden beim Masturbieren beobachtet;2
Ich habe noch nie beim Masturbieren jemanden zuschauen lassen;2
Ich habe noch nie einen Freund verteidigt auch wenn ich wusste dass er im Unrecht ist;0
Ich habe noch nie für meinen besten Freund/meine beste Freundin gelogen;0
Ich habe noch nie bei einem Doppel-Date mitgemacht nur damit ein Freund/eine Freundin mit ihrem Schwarm ausgehen kann;0
Ich habe noch nie beim Speed-Dating mitgemacht;0
Ich habe noch nie in einem Hotelzimmer den Pornokanal geschaut;2
Ich habe noch nie so laut gestöhnt dass ich Angst hatte jemand anderes könnte es gehört haben;2
Ich habe noch nie jemanden mit sehr unangenehmen Mundgeruch geküsst;1
Ich habe noch nie jemanden beim Sex beobachtet;2
Ich habe noch nie jemandem etwas ekliges in den Briefkasten gesteckt;0
Ich habe noch nie einen Brief eingeworfen und versucht ihn wieder zu bekommen;0
Ich habe noch nie Flaschendrehen mit zweideutigen Aufgaben gespielt;1
Ich habe noch nie Sex im Freien gehabt;2
Ich habe noch nie einen Swingerclub von innen gesehen;2
Ich habe noch nie im Auto ganz laut die Musik aufgedreht und mitgesungen;0
Ich habe noch nie mit anderen Personen zusammen einen Porno gesehen;2
Ich habe noch nie einen Liebesbrief erhalten;0
Ich habe noch nie ein One-Night-Stand gehabt;0
Ich habe noch nie etwas beim Sex getan wobei ich mich total blamiert habe;1
Ich habe noch nie mit jemandem geschlafen obwohl ich eigentlich keine Lust dazu hatte;1
Ich habe noch nie Sex während der Periode gehabt;2
Ich habe noch nie auf einer Party mit jemandem rumgemacht;1
Ich habe noch nie beim Sex Alltagsprobleme diskutiert;1
Ich habe noch nie in öffentlichen Verkehrsmitteln mit jemandem (z.B. meinem Partner) rumgeknutscht;0
Ich habe noch nie das Jugendamt alarmiert;0
Ich habe noch nie körperliches Unwohlsein vorgetäuscht;0
Ich habe noch nie meine Hausaufgaben abgeschrieben;0
Ich habe noch nie bei einer Klausur abgeschrieben;0
Ich habe noch nie eine Klausur geschrieben auf die ich weniger als eine Stunde gelernt hatte;0
Ich habe noch nie an einem Casting teilgenommen;0
Ich habe noch nie jemanden heimlich beobachtet;0
Ich habe noch nie mit jemandem geschlafen der jünger als 16 Jahre alt war;1
Ich habe noch nie ein Verkehrsschild überfahren;0
Ich habe noch nie eine rote Ampel überfahren;0
Ich habe noch nie Strapse oder Lack und Leder getragen;2
Ich habe noch nie mehr als 10 verschiedene Stellungen ausprobiert;2
Ich habe noch nie bei einem einzigen Mal Sex mehr als 5 verschiedene Positionen ausprobiert.;1
Ich habe noch nie mit mehr als einer Person gleichzeitig eine sexuelle Beziehung;2
Ich habe noch nie mit jemandem geknutscht dessen Vornamen ich nicht kannte;1
Ich habe noch nie einen Partner der deutlich unter meinem Niveau war;0
Ich habe noch nie mit meinen Eltern über Verhütung gesprochen;0
Ich habe noch nie Oralsex während dem Autofahren gehabt;2
Ich habe noch nie 2 Wochen ohne einen einzigen Orgasmus verbracht (letzten 2 Jahre);2
Ich habe noch nie reizvolle Unterwäsche getragen;1
Ich habe noch nie versucht mit einem falschen Geldschein zu bezahlen;0
Ich habe noch nie das Handy meines Partner durchstöbert;0
Ich habe noch nie die eMails / Nachrichten meines Partners durchsucht;0
Ich habe noch nie Sex mit einem Vorgesetzen/Lehrer/Ich habe noch nie ;2
Ich habe noch nie um Sex gebettelt;1
Ich habe noch nie versucht den G-Punkt zu finden;2
Ich habe noch nie einem Partner zuliebe etwas unangenehmes, ekliges oder perverses ausprobiert;2
Ich habe noch nie eine Kontaktanzeige aufgegeben oder auf eine geantwortet;0
Ich habe noch nie einen erotischen Traum gehabt den ich niemals in die Tat umsetzen würde;1
Ich habe noch nie beim Aufwachen gedacht: Wer ist das neben mir?;1
Ich habe noch nie bei einer Sex-Hotline angerufen;2
Ich habe noch nie Sexspielzeug von anderen Leuten gefunden;2
Ich habe noch nie etwas gekauft was ich meinem Partner verschwiegen habe weil ich wusste dass er das nicht unterstützt;0
Ich habe noch nie so getan als hätte ich kein Geld mehr weil ich für eine bestimmte Sache kein Geld ausgeben wollte;0
Ich habe noch nie mit einem Ex-Partner geschlafen;1
Ich habe noch nie versaute Sachen gesagt um jemanden scharf zu machen;2
Ich habe noch nie etwas auf jemand anderen geschoben nur um nicht zugeben zu müssen dass ich es gewesen bin;0
Ich habe noch nie wegen eines Sexunfalls ins Krankenhaus gemusst;2
Ich habe noch nie ein ganz besonders außergewöhnliches Sexerlebnis gehabt;2
Ich habe noch nie beim Sex meinem Partner die Dominanz überlassen;2
Ich habe noch nie erotische Bilder oder Kalender aufgehängt;1
Ich habe noch nie jemanden per Oralsex zum Orgasmus gebracht;2
Ich habe noch nie Sex in einem Fahrstuhl;2
Ich habe noch nie ein Geschenk vergessen;0
Ich habe noch nie Bilder meines Ex-Partners ins Internet gestellt;0
Ich habe noch nie einer religiösen Sekte angehört;0
Ich habe noch nie etwas eingenommen um mich sexuell zu stimulieren;1
Ich habe noch nie mit jemandem geschlafen ohne zu verhüten.;1
Ich habe noch nie hunderte Kilometer zurück gelegt nur um einen bestimmten Menschen zu sehen;0
Ich habe noch nie eine Mutprobe mitgemacht;0
Ich habe noch nie einen Partner gehabt der deutlich mehr Sex wollte als ich;2
Ich habe noch nie deutlich mehr Sex gehabt als im Moment;2
Ich habe noch nie etwas deutlich über seinem Wert verkauft;0
Ich habe noch nie etwas unanständiges im Kino getan;1
Ich habe noch nie etwas besonders ekliges gegessen.;0
Ich habe noch nie davon geträumt eine k?rperliche Beziehung mit einem völlig Fremden zu haben.;1
Ich habe noch nie mit anst??igen Gefälligkeiten für etwas bezahlt.;1
"Ich habe noch nie jemandem ""unverbindlichen"" Sex angeboten.";2
Ich habe noch nie einen Partner gehabt für den ich mich geschämt habe.;1
Ich habe noch nie künstliches Gleitmittel benutzt.;2
Ich habe noch nie Sex in einem öffentlichen Schwimmbad / am Strand gehabt.;2
Ich habe noch nie meinen bzw. den Penis meines Partner mit dem Lineal vermessen.;2
Ich habe noch nie jemandem wildfremden auf der Straße geholfen.;0
Ich habe noch nie einen ganzen Tag ohne Kleidung verbracht.;0
Ich habe noch nie einem Partner versaute Kosenamen gegeben.;1
Ich habe noch nie mehr als einmal Sex unmittelbar hintereinander gehabt.;1
Ich habe noch nie nach dem Sex masturbiert weil ich nicht befriedigt war.;2
Ich habe noch nie Fantasien gehabt, für die ich mich schäme.;1
Ich habe noch nie Fantasien gehabt in denen ich gefoltert oder gefesselt wurde.;2
Ich habe noch nie Fesselspielchen gemacht.;2
Ich habe noch nie einen Sex-Ratgeber gelesen.;1
Ich habe noch nie eine Bravo aufgeschlagen nur um den Dr. Sommer Teil zu lesen.;1
Ich habe noch nie einem Partner von Sexerlebnissen mit meinem Ex erzählt.;2
Ich habe noch nie Sex an einem anderen Ort als im Bett gehabt.;1
Ich habe noch nie Sex mit einer Person gehabt mit der ich nicht zusammen war.;1
Ich habe noch nie an einer Wand gelauscht um andere beim Sex zu hören.;1
Ich habe noch nie jemanden an den Füßen stimuliert.;1
Ich habe noch nie mit dem Schluss machen gewartet weil ich noch niemand Neues hatte.;1
Ich habe noch nie meinen eigenen Intimbereich fotografiert.;2
Ich habe noch nie meinem Intimbereich einen Kosenamen gegeben/geben lassen.;1
Ich habe noch nie ein Partyspiel gespielt bei dem es auch ums ausziehen ging.;1
